Registrar Name;RAA;;;Country;Accredited TLDs
Rank USA, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Register Names, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Register.com, Inc.;2009;1;;United States;.asia .biz .com .info .jobs .mobi .name .net .org .pro .tel .travel .xxx
Register4Less, Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
Registrar Manager Inc.;2009;1;;United States;
Registration Technologies, Inc.;2009;1;;United States;.biz .com .info .name .net .org
Reseller Services, Inc. dba ResellServ.com;2009;1;;United States;.biz .com .info .name .net .org .pro
ResellerSRS Inc dba ResellerSRS.com;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Retail Domains, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Rethem Hosting LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Sammamishdomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Samoandomains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Santiamdomains.com LLC;2009;1;;United States;.biz .com .info .net .org
SaveMoreNames.com Inc.;2009;1;;United States;.com .net
Savethename.com LLC;2009;1;;United States;.biz .com .info .net .org
SBSNames, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Searchnresq, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Sedo.com LLC;2009;1;;United States;.asia .biz .com .info .jobs .mobi .name .net .org .travel
Seymour Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
SicherRegister, Incorporated;2009;1;;United States;.com .net .org
Silverbackdomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Sipence, Inc.;2001;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Sitefrenzy.com LLC;2009;1;;United States;.biz .com .info .net .org
Skykomishdomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Small Business Names and Certs, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Small World Communications, Inc. d/b/a NetSavers;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Snappyregistrar.com LLC;2009;1;;United States;.biz .com .info .net .org
Snoqulamiedomains.com LLC;2009;1;;United States;.biz .com .info .net .org
SoftLayer Technologies, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
SouthNames Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Soyouwantadomain.com LLC;2009;1;;United States;.biz .com .info .net .org
Spot Domain LLC dba Domainsite.com;2009;1;;United States;.asia .biz .com .info .jobs .mobi .name .net .org .pro .tel
Sssasss, Incorporated;2009;1;;United States;.com .net .org
Sun Mountain LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Super Name World, Inc.;2009;1;;United States;.com .net
Tech Tyrants, Inc.;2009;1;;United States;.com .net
The Registrar Service, Inc.;2009;1;;United States;.com .net
The Registry at Info Avenue, LLC d/b/a Spirit Communications;2009;1;;United States;.biz .com .info .name .net .org .pro
TheNameCo LLC;2009;1;;United States;.com .net
ThirdFloorDNS.com LLC;2009;1;;United States;.biz .com .info .net .org
Thought Convergence, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadbot.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadexchange.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadfactory.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadshare.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadsupply.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadtrade.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadwalker.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadwatch.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Threadwise.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
TierraNet Inc. d/b/a DomainDiscover;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro .tel
Tiger Technologies LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Titanic Hosting, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro
TLDS L.L.C. d/b/a SRSPlus;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Top Level Domain Holdings Limited;2009;1;;United States;.biz .com .info .name .net .org .pro
Topsystem, LLC;2009;1;;United States;.biz .com .info .net .org
Trade Starter, Inc.;2009;1;;United States;.com .net
TradeNamed LLC;2009;1;;United States;.com .net
Traffic Names, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Trafficmedia LLC DBA DomainSpa.com;2009;1;;United States;.biz .com .info .name .net .org .pro
TravelDomains, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Tropic Management Systems, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
TurnCommerce, Inc. DBA NameBright.com;2009;1;;United States;.com .net .org
Tuvaludomains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Udamain.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
UdomainName.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Ultra Registrar, Inc.;2009;1;;United States;.com .net
Unified Servers, Inc.;2009;1;;United States;.com .net
Unitedkingdomdomains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Universal Registration Services, Inc. dba NewDentity.com;2009;1;;United States;.biz .com .info .name .net .org .pro
Unpower, Inc.;2009;1;;United States;.com .net
USA Intra Corp.;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro
USA Webhost, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Vedacore.com, Inc.;2001;1;;United States;.asia .biz .cat .com .coop .jobs .mobi .museum .name .net .org .pro .tel
Verelink, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Vertex names.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Visual Monster, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org
VisualNames LLC;2009;1;;United States;.com .net
Vitalwerks Internet Solutions, LLC DBA No-IP;2009;1;;United States;.biz .com .info .name .net .org .pro .tel
VocalSpace LLC dba DesktopDomainer.com;2001;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Volusion, Inc.;2009;1;;United States;.biz .com .net .org
Web Business, LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Web Infinity Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Web Site Source, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro
Web Tech Names Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Webair Internet Development, Inc.;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .tel
WebZero, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
WelcomeDomain.com LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Whiteglove Domains, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Wild West Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
WillametteNames.com LLC;2009;1;;United States;.biz .com .info .net .org
World Biz Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
WorthyDomains LLC;2009;1;;United States;.com .net
Yellow Start, Inc.;2009;1;;United States;.com .net
yenkos, LLC;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro
YouDamain.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Your Domain King, Inc.;2009;1;;United States;.com .net
YourJungle, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
ZigZagnames.com LLC;2009;1;;United States;.biz .com .info .net .org
Zone Casting, Inc.;2009;1;;United States;.com .net
ZoomRegistrar LLC;2009;1;;United States;.com .net
April Sea Information Technology Corporation;2009;1;3;Viet Nam;.com .net .org
Mat Bao Trading & Service Company Limited d/b/a Mat Bao;2009;1;;Viet Nam;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
P.A. Viet Nam Company Limited;2009;1;;Viet Nam;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
;;970;970;;
